Datum letzte Änderung_Modul;AGS;Regierungsbezirk;Landkreis;Gemeinde;Datum_Modul1; Link_Modul1; Datum_Modul2; Link_Modul2; Datum_Modul3; Link_Modul3; Datum_Modul4; Link_Modul4; Datum_Modul5; Link_Modul5; Datum_Modul6; Link_Modul6; Datum_Modul7; Link_Modul7; Datum_Modul8; Link_Modul8; Datum_Modul9; Link_Modul9;Status Verfahren
;09180134;Oberbayern;Garmisch-Partenkirchen;Uffing a.Staffelsee;<b>1: </b>  2013-07-09 ||<b>2: </b>2015-10-02;http://www.uffing.de/index.php?id=0,173||http://www.uffing.de;<b>1: </b>  2014-02-05 ||<b>2: </b>2015-10-02;http://www.uffing.de/index.php?id=1054,176&suche=||http://breitband.regensburg-it.de/uffing02;<b>1: </b> 2014-04-26;http://www.uffing.de/index.php?id=0,177;<b>1: </b> 2014-04-26;http://www.uffing.de/index.php?id=1078,179&suche=;<b>1: </b> 2014-11-05;http://www.uffing.de/index.php?id=1119,181&suche=;<b>1: </b> 2015-05-20;http://www.uffing.de/index.php?id=0,173;;;;;;;;
;09778205;Schwaben;Unterallgäu;Ungerhausen;2013-05-24;http://ungerhausen.de/index.php?option=com_content&view=article&id=72&Itemid=89;2013-08-03;http://ungerhausen.de/index.php?option=com_content&view=article&id=73:breitbandfoerderung&catid=40;2014-09-18;http://www.ungerhausen.de/index.php?option=com_content&view=article&id=75&Itemid=91;2014-09-18;http://www.ungerhausen.de/index.php?option=com_content&view=article&id=75&Itemid=91;;;;;;;;;;;;
;09673175;Unterfranken;Rhön-Grabfeld;Unsleben;2014-09-10;;2014-09-10;;2014-10-18;;2014-10-18;;2015-02-27;;2015-04-23;;2015-05-27;;2015-05-27;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10253/150526_Fördersteckbrief_Unsleben.pdf;;;;
;09180135;Oberbayern;Garmisch-Partenkirchen;Unterammergau;2015-08-18;http://www.gemeinde-unterammergau.de/schnelles-internet/;2015-08-18;http://www.gemeinde-unterammergau.de/schnelles-internet/;;;;;;;;;;;;;;;;
;09277151;Niederbayern;Rottal-Inn;Unterdietfurt;2014-12-17;http://www.unterdietfurt.de/breitband.html;2014-12-17;http://www.unterdietfurt.de/breitband.html;2015-05-27;http://www.unterdietfurt.de/breitband.html;2015-05-27*;http://www.unterdietfurt.de/breitband.html;;;;;;;;;;;;
;09181143;Oberbayern;Landsberg am Lech;Unterdießen;2014-04-09;http://unterdiessen.de/ab0gd9n1jeywunterdiessen-cms_extract.l111010.html?BUTTON_REC_ID=111010#114255;2014-08-19;http://www.unterdiessen.de;;;;;;;;;;;;;;;;
;09778207;Schwaben;Unterallgäu;Unteregg;2015-08-11;http://www.vg-dirlewang.de;2015-08-11;http://www.vg-dirlewang.de;;;;;;;;;;;;;;;;
;09275153;Niederbayern;Passau;Untergriesbach, M;<b>1: </b>  2014-05-03 ||<b>2: </b>2015-08-08;||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Untergriesbach/UntergriesbachII.aspx;<b>1: </b>  2014-10-10 ||<b>2: </b>2015-08-08;||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Untergriesbach/UntergriesbachII.aspx;<b>1: </b> 2014-12-13;;<b>1: </b> 2014-12-13;;<b>1: </b> 2015-08-07;;<b>1: </b> 2015-09-09;;<b>1: </b> 2015-09-29;;<b>1: </b> 2015-09-30;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10403/150922_Fördersteckbrief_Untergriesbach.pdf;;;;
19.03.2015_4;09474168;Oberfranken;Forchheim;Unterleinleiter;2014-02-27;http://www.unterleinleiter.de/;2014-10-10;http://www.unterleinleiter.de/breitband.html;2015-01-06;http://www.unterleinleiter.de;2015-01-13*;http://www.unterleinleiter.de/;;;;;;;;;;;;
;09772209;Schwaben;Augsburg;Untermeitingen;<em> 2015-04-17</em>;;<em> 2015-04-17</em>;;;;;;;;;;;;;;;;ausgesetzt_2015-10-29
;09674210;Unterfranken;Haßberge;Untermerzbach;2013-09-13;;2014-04-02;;2014-08-01;;2014-08-01;;2015-02-21;;2015-04-23;;2015-04-24;;2015-05-27;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10259/150526_Fördersteckbrief_Untermerzbach.pdf;;;;
20.08.2015_4;09171135;Oberbayern;Altötting;Unterneukirchen;<b>1: </b>  2014-05-23 ||<b>2: </b>2015-10-27;http://www.unterneukirchen.de||http://www.unterneukirchen.de;<b>1: </b>  2014-08-27 ||<b>2: </b>2015-10-27;http://www.unterneukirchen.de/news/20140516090746.html||http://www.unterneukirchen.de/;<b>1: </b> 2015-06-04;http://www.unterneukirchen.de/aktuelles/aktuelle-Infos/details/article/breitbandfoerderprogramm.html;<b>1: </b> 2015-06-26*;http://www.unterneukirchen.de/aktuelles/aktuelle-Infos/details/article/breitbandfoerderprogramm.html;;;;;;;;;;;;
05.02.2015_4;09183147;Oberbayern;Mühldorf;Unterreit;2014-08-14;http://www.gars.de/breitband/gemeinde-unterreit/;2014-08-14;http://www.gars.de/breitband/gemeinde-unterreit/;2014-12-24;http://www.gars.de/breitband/gemeinde-unterreit/;2014-12-24*;http://www.gars.de/breitband/gemeinde-unterreit/;2015-06-16;http://www.gars.de/breitband/gemeinde-unterreit/;2015-09-28;http://www.gars.de/breitband/gemeinde-unterreit/;;;;;;;;
;09775161;Schwaben;Neu-Ulm;Unterroth;2014-12-30;http://www.unterroth.de/index.php?id=0,284;2014-12-30;http://breitband.regensburg-it.de/unterroth#markterkundung-bekanntmachung;2015-10-10;http://breitband.regensburg-it.de/unterroth#markterkundung-ergebnis;2015-10-10;http://breitband.regensburg-it.de/unterroth#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09184149;Oberbayern;München;Unterschleißheim, St;2014-07-29;http://www.unterschleissheim.de/wirtschaft-verkehr-internationales/der-standort/breitbandausbau.html;2015-05-14;http://www.unterschleissheim.de/wirtschaft-verkehr-internationales/der-standort/breitbandausbau.html;2015-10-23;http://www.unterschleissheim.de/wirtschaft-verkehr-internationales/der-standort/breitbandausbau.html;2015-10-23;http://www.unterschleissheim.de/wirtschaft-verkehr-internationales/der-standort/breitbandausbau.html;;;;;;;;;;;;
17.04.2015_4;09571208;Mittelfranken;Ansbach;Unterschwaningen;2014-12-24;http://www.unterschwaningen.de/index.php/schnelles-internet;2014-12-24;http://www.unterschwaningen.de/index.php/schnelles-internet;2015-02-25;http://www.unterschwaningen.de/index.php/schnelles-internet;2015-02-25*;http://www.unterschwaningen.de/index.php/schnelles-internet;2015-06-25;http://www.unterschwaningen.de;2015-10-13;http://www.unterschwaningen.de/index.php/schnelles-internet;2015-10-22;http://www.unterschwaningen.de/;;;;;;
;09473170;Oberfranken;Coburg;Untersiemau;2014-07-08;http://www.untersiemau.de/gemeinde_untersiemau/Wirtschaft%20&%20Bauen/Breitbandversorgung/;2014-08-02;http://www.untersiemau.de/gemeinde_untersiemau/Wirtschaft%20&%20Bauen/Breitbandversorgung/;2014-12-24;http://www.untersiemau.de/gemeinde_untersiemau/Wirtschaft%20&%20Bauen/Breitbandversorgung/;2014-12-24;http://www.untersiemau.de/gemeinde_untersiemau/Wirtschaft%20&%20Bauen/Breitbandversorgung/;2015-05-27;http://www.untersiemau.de/gemeinde_untersiemau/Wirtschaft%20&%20Bauen/Breitbandversorgung/;;;2015-06-17;http://www.untersiemau.de/gemeinde_untersiemau/Wirtschaft%20&%20Bauen/Breitbandversorgung/;;;;;;
;09477159;Oberfranken;Kulmbach;Untersteinach;2015-02-19;http://www.untersteinach.de/breitbandversorgung/aktuell/;2015-02-19;http://www.untersteinach.de/breitbandversorgung/aktuell/;2015-04-24;http://www.untersteinach.de/breitbandversorgung/aktuell/;2015-04-24;http://www.untersteinach.de/breitbandversorgung/aktuell/;;;;;;;;;;;;
;09777175;Schwaben;Ostallgäu;Unterthingau, M;2014-12-05;http://www.unterthingau.de/gemeinde/wirtschaft-gewerbe/infrastruktur/;2014-12-05;http://www.unterthingau.de/gemeinde/wirtschaft-gewerbe/infrastruktur/;;;;;;;;;;;;;;;;
;09189160;Oberbayern;Traunstein;Unterwössen;<em> 2014-09-13</em>;;<em> 2014-09-17</em>;;<em> 2015-05-05</em>;;;;;;;;;;;;;;ausgesetzt_2015-04-24
;09777176;Schwaben;Ostallgäu;Untrasried;2015-01-13;http://www.oberguenzburg.de/breitband/foerderverfahren.html;2015-01-13;http://www.oberguenzburg.de/breitband/foerderverfahren.html;2015-09-15;http://www.oberguenzburg.de/breitband/markterkundung-ergebnis.html;2015-09-17*;http://www.oberguenzburg.de/breitband/auswahlverfahren.html;;;;;;;;;;;;
;09774116;Schwaben;Günzburg;Ursberg;2013-04-01;;2013-08-20;;2013-11-23;;2013-11-23;;2014-07-22;;2014-07-24;;2014-10-10;;2014-10-10;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10008/141001_Fördersteckbrief_Ursberg.pdf;;;;
;09371154;Oberpfalz;Amberg-Sulzbach;Ursensollen;2014-07-04;http://www.ursensollen.de/page_2_16.php;2014-09-12;http://breitband.regensburg-it.de/ursensollen1#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09677193;Unterfranken;Main-Spessart;Urspringen;<b>1: </b>  2014-05-23 ||<b>2: </b>2015-07-02;||http://www.urspringen.de/seite/de/gemeinde/468/-/Schneller_Internetzungang_fuer_Urspringen!.html;<b>1: </b>  2014-07-05 ||<b>2: </b>2015-07-02;||http://www.urspringen.de/seite/de/gemeinde/468/-/Schneller_Internetzungang_fuer_Urspringen!.html;<b>1: </b>  2014-09-19 ||<b>2: </b>2015-10-14;||http://www.urspringen.de;<b>1: </b>  2014-09-19 ||<b>2: </b>2015-10-14;||http://www.urspringen.de;<b>1: </b> 2015-01-23;;<b>1: </b> 2015-04-23;;<b>1: </b> 2015-06-30;;<b>1: </b> 2015-10-03;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10423/151001_Fördersteckbrief_Urspringen.pdf;;;;
;09772211;Schwaben;Augsburg;Ustersbach;2015-02-28;http://www.ustersbach.de/;2015-02-28;http://breitband.regensburg-it.de/ustersbach#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09572158;Mittelfranken;Erlangen-Höchstadt;Uttenreuth;2015-03-28;http://www.vg-uttenreuth.de/index.php?id=0,385;2015-03-28;http://www.vg-uttenreuth.de/index.php?id=0,385;2015-09-18;http://www.vg-uttenreuth.de/index.php?id=4143,385&suche;2015-09-18;http://www.vg-uttenreuth.de/index.php?id=4143,385&suche;;;;;;;;;;;;
;09181144;Oberbayern;Landsberg am Lech;Utting am Ammersee;2015-01-15;http://utting.de/310.html;2015-01-15;http://breitband.regensburg-it.de/utting#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09189161;Oberbayern;Traunstein;Vachendorf;2015-01-23;http://www.vachendorf.de/index.php?id=65;2015-01-23;http://www.vachendorf.de/index.php?id=65;2015-06-19;http://www.vachendorf.de;2015-07-24;http://www.vachendorf.de;;;;;;;;;;;;
;09182133;Oberbayern;Miesbach;Valley;2015-03-11;http://www.gemeinde-valley.de;2015-03-11;http://www.gemeinde-valley.de;;;;;;;;;;;;;;;;
;09175132;Oberbayern;Ebersberg;Vaterstetten;2014-05-28;http://www.vaterstetten.de/;2014-08-13;http://www.vaterstetten.de/index.html;;;;;;;;;;;;;;;;
25.02.2015_4;09573130;Mittelfranken;Fürth;Veitsbronn;2014-09-09;http://www.veitsbronn.de;2014-09-09;http://www.veitsbronn.de;2014-12-19;http://www.veitsbronn.de/Breitbandversorgung/m237l1/Breitbandversorgung.html;2014-12-19*;http://www.veitsbronn.de/Breitbandversorgung/m237l1/Breitbandversorgung.html;2015-05-30;http://www.veitsbronn.de/Breitband-versorgung/m237l1/Breitband-versorgung.html;2015-10-13;http://www.veitsbronn.de/Breitbandversorgung/m237l1/Breitbandversorgung.html;;;;;;;;
;09679202;Unterfranken;Würzburg;Veitshöchheim;2013-11-09;http://www.veitshoechheim.de/index.php/breitband;2013-12-18;http://www.veitshoechheim.de/index.php/breitband;2014-02-21;http://www.veitshoechheim.de/index.php/breitband/ergebnis-der-markterkundung;;;;;;;;;;;;;;
26.02.2015_4;09373167;Oberpfalz;Neumarkt;Velburg, St;<b>1: </b>  2014-04-12 ||<b>2: </b>2015-07-02;http://velburg.de/hp69629/Markterkundungsverfahren.htm||http://velburg.de/hp80788/Breitbanderschliessung-2-Verfahren.htm;<b>1: </b>  2014-08-01 ||<b>2: </b>2015-07-02;http://velburg.de/hp69629/Markterkundungsverfahren.htm||http://velburg.de/hp80788/Breitbanderschliessung-2-Verfahren.htm;<b>1: </b>  2014-12-09 ||<b>2: </b>2015-10-15;http://velburg.de/hp69629/Markterkundungsverfahren.htm||http://velburg.de/hp80788/Breitbanderschlie-ung-2-Verfahren.htm;<b>1: </b>  2014-12-25 ||<b>2: </b>2015-10-15;http://velburg.de/hp1372/Breitbanderschliessung.htm||http://velburg.de/hp80788/Breitbanderschlie-ung-2-Verfahren.htm;<b>1: </b> 2015-06-17;http://velburg.de/hp1372/Breitbanderschliessung.htm;<b>1: </b> 2015-10-13;http://velburg.de/hp1372/Breitbanderschliessung.htm;<b>1: </b> 2015-08-29;http://velburg.de/hp1372/Breitbanderschlie-ung-1-Verfahren.htm?ITServ=C607a3219X14f6f885156X89c;;;;;;
13.05.2015_4;09274183;Niederbayern;Landshut;Velden, M;<b>1: </b>  2014-05-10 ||<b>2: </b>2014-12-09;http://www.vg-velden.info/index.php?id=99357,1||http://www.vg-velden.info/index.php?id=99357,1;<b>1: </b>  2014-07-29 ||<b>2: </b>2014-12-09;http://www.vg-velden.info/index.php?id=99357,1||http://www.vg-velden.info/index.php?id=99357,1;<b>1: </b>  2014-09-04 ||<b>2: </b>2015-01-22;http://www.vg-velden.info/index.php?id=99357,1&detailevent=99357||http://www.vg-velden.info/index.php?id=99357,1;<b>1: </b>  2014-09-16 ||<b>2: </b>2015-01-22*;http://www.vg-velden.info/index.php?id=99357,1&detailevent=99357||http://www.vg-velden.info/index.php?id=99357,1;<b>1: </b>  2015-05-12 ||<b>2: </b>2015-07-31;http://www.vg-velden.info/index.php?id=99357,1||http://www.vg-velden.info/index.php?id=99357,1;<b>1: </b>  2015-09-09 ||<b>2: </b>2015-09-09;http://www.vg-velden.info/index.php?id=99357,1||http://www.vg-velden.info/index.php?id=99357,1;<b>1: </b>  2015-08-29 ||<b>2: </b>2015-08-29;http://www.vg-velden.info/index.php?id=99357,1||http://www.vg-velden.info/index.php?id=99357,1;;;;;;
;09574160;Mittelfranken;Nürnberger Land;Velden, St;2014-09-18;http://www.velden.de/index.php/529.html;2014-09-18;http://www.velden.de/index.php/529.html;2015-03-27;http://www.velden.de/index.php/529.html;2015-05-01;http://www.velden.de/index.php/529.html;2015-08-04;http://www.velden.de/index.php/529.html;2015-10-13;http://www.velden.de/index.php/529.html;;;;;;;;
;09572159;Mittelfranken;Erlangen-Höchstadt;Vestenbergsgreuth, M;2015-04-28;http://www.vestenbergsgreuth.de/Breitbandausbau.aspx;2015-04-28;http://www.vestenbergsgreuth.de/Breitbandausbau.aspx;2015-08-04;http://www.vestenbergsgreuth.de/Breitbandausbau.aspx;2015-08-08;http://www.vestenbergsgreuth.de/Breitbandausbau.aspx;;;;;;;;;;;;
;09276144;Niederbayern;Regen;Viechtach, St;2014-09-04;http://www.viechtach.de;2014-09-04;http://www.viechtach.de/;2015-09-08;http://breitband.regensburg-it.de/viechtach1#markterkundung-ergebnis;2015-09-08;http://breitband.regensburg-it.de/viechtach1#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09471207;Oberfranken;Bamberg;Viereth-Trunstadt;2014-09-24;http://viereth-trunstadt.de/index.php/versorgung-und-endsorgung/breitbandausbau/78-breitbandausbau;2014-09-24;http://viereth-trunstadt.de/index.php/versorgung-und-endsorgung/breitbandausbau/78-breitbandausbau;2015-02-24;http://viereth-trunstadt.de/index.php/versorgung-und-endsorgung/breitbandausbau/85-bekanntmachung-des-auswahlverfahrens;2015-02-24;http://viereth-trunstadt.de/index.php/versorgung-und-endsorgung/breitbandausbau/85-bekanntmachung-des-auswahlverfahrens;2015-09-25;http://www.viereth-trunstadt.de/index.php/versorgung-und-endsorgung/breitbandausbau/199-bekanntmachung-der-auswahlentscheidung-breitband;;;;;;;;;;
;09174150;Oberbayern;Dachau;Vierkirchen;2015-06-02;http://www.vierkirchen.de/verwaltung/einheit.php?id=4472;2015-06-02;http://breitband.regensburg-it.de/vierkirchen#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09181133;Oberbayern;Landsberg am Lech;Vilgertshofen;<b>1: </b>  2013-11-26 ||<b>2: </b>2015-02-28;http://www.vilgertshofen.de/aktuelles/details-zu-aktuelles/eintrag/bedarfsermittlung-fuer-den-breitbandausbau-im-ortsteil-vilgertshofen/||http://vilgertshofen.de/;<b>1: </b>  2014-04-02 ||<b>2: </b>2015-02-28;http://www.vilgertshofen.de/aktuelles/details-zu-aktuelles/eintrag/bedarfsermittlung-fuer-den-breitbandausbau-im-ortsteil-vilgertshofen/||http://breitband.regensburg-it.de/vilgertshofen_ll#markterkundung-bekanntmachung;<b>1: </b> 2014-05-23;http://www.vilgertshofen.de/aktuelles/details-zu-aktuelles/eintrag/bedarfsermittlung-fuer-den-breitbandausbau-im-ortsteil-vilgertshofen/;<b>1: </b> 2014-07-11;http://www.vilgertshofen.de/aktuelles/details-zu-aktuelles/eintrag/bedarfsermittlung-fuer-den-breitbandausbau-im-ortsteil-vilgertshofen/;<b>1: </b> 2015-08-08;http://breitband.regensburg-it.de/vilgertshofen#auswahlverfahren-vorgesehene-auswahlentscheidung;;;;;;;;;;
;09773179;Schwaben;Dillingen a.d. Donau;Villenbach;2014-11-28;http://www.villenbach.hosting.bndlg.de/cms/?page_id=8615;2014-11-28;http://www.villenbach.hosting.bndlg.de/cms/?page_id=8615;2015-02-12;http://www.villenbach.hosting.bndlg.de/cms/?page_id=8615;2015-02-12;http://www.villenbach.hosting.bndlg.de/cms/?page_id=8615;2015-05-27;http://www.villenbach.hosting.bndlg.de/cms/?page_id=8615;2015-09-28;http://www.villenbach.hosting.bndlg.de/cms/?page_id=8615;;;;;;;;
;09274184;Niederbayern;Landshut;Vilsbiburg, St;2014-12-30;http://www.vilsbiburg.de/index.php?id=0,435;2014-12-30;http://www.vilsbiburg.de/index.php?id=0,435;2015-06-11;http://www.vilsbiburg.de/index.php?id=0,435;2015-07-30;http://www.vilsbiburg.de/index.php?id=0,435;;;;;;;;;;;;
;09371156;Oberpfalz;Amberg-Sulzbach;Vilseck, St;2014-08-30;http://www.vilseck.de/breitbandausbau/;2014-08-30;http://www.vilseck.de/breitbandausbau/;2015-02-20;http://www.vilseck.de/breitbandausbau/;2015-02-20;http://www.vilseck.de/breitbandausbau/;;;;;;;;;;;;
;09274185;Niederbayern;Landshut;Vilsheim;2013-12-14;;2014-02-27;;2014-05-13;;2014-06-14;;2014-12-12;;2015-04-23;;2015-01-14;;2015-06-09;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10286/150608_Fördersteckbrief_Vilsheim.pdf;;;;
;09275154;Niederbayern;Passau;Vilshofen an der Donau, St;<b>1: </b>  2014-10-10 ||<b>2: </b>2015-08-04;http://www.vilshofen.de/index.php?option=com_content&task=view&id=225&Itemid=1||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/VilshofenanderDonau/VilshofenanderDonauII.aspx;<b>1: </b>  2014-10-10 ||<b>2: </b>2015-08-04;http://www.vilshofen.de/index.php?option=com_content&task=view&id=235&Itemid=1||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/VilshofenanderDonau/VilshofenanderDonauII.aspx;<b>1: </b> 2014-12-25;http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/VilshofenanderDonau/VilshofenanderDonauI.aspx;<b>1: </b> 2014-12-25;http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/VilshofenanderDonau.aspx;<b>1: </b> 2015-08-07;http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/VilshofenanderDonau/VilshofenanderDonauI.aspx;;;;;;;;;;
;09187181;Oberbayern;Rosenheim;Vogtareuth;2014-10-03;http://www.vogtareuth.de/index.php?id=1324,1&suche;2014-10-03;http://www.vogtareuth.de/index.php?id=1324,1&suche;2015-04-18;http://www.vogtareuth.de/index.php?id=1324,1&suche;2015-04-18;http://www.vogtareuth.de/index.php?id=1324,1&suche;;;;;;;;;;;;
;09186158;Oberbayern;Pfaffenhofen a.d. Ilm;Vohburg a.d.Donau, St;2014-08-13;http://www.vohburg.de;2014-08-13;http://breitband.regensburg-it.de/vohburg#markterkundung-bekanntmachung;2015-03-27;http://breitband.regensburg-it.de/vohburg#markterkundung-ergebnis;2015-03-27;http://breitband.regensburg-it.de/vohburg#auswahlverfahren-bekanntmachung;2015-09-08;http://breitband.regensburg-it.de/vohburg/#auswahlverfahren-ergebnis;;;2015-09-08;http://breitband.regensburg-it.de/vohburg/#kooperationsvertrag;;;;;;
;09374162;Oberpfalz;Neustadt a.d. Waldnaab;Vohenstrauß, St;2014-06-11;http://www.vohenstrauss.de/;2014-08-20;http://breitband.regensburg-it.de/vohenstrauss#markterkundung-anfrage;2014-12-12;http://breitband.regensburg-it.de/vohenstrauss#markterkundung-ergebnis;2014-12-12;http://breitband.regensburg-it.de/vohenstrauss#auswahlverfahren-bekanntmachung;2015-05-19;http://breitband.regensburg-it.de/vohenstrauss#auswahlverfahren-vorgesehene-auswahlentscheidung;;;2015-05-19;http://breitband.regensburg-it.de/vohenstrauss#auswahlverfahren-vorgesehene-auswahlentscheidung;;;;;;
;09675174;Unterfranken;Kitzingen;Volkach, St;2014-08-09;http://www.volkach.de/de/start_buergerportal,1111.html;2014-08-09;http://www.volkach.de/de/start_buergerportal,1111.html;2015-01-24;http://www.volkach.de/de/start_buergerportal,1111.html;2015-02-10;http://www.volkach.de/de/Breitbandversorgung-4009.html;2015-08-15;http://www.volkach.de/datei.php?src=download/bekanntmachung_breitbandversorgung.pdf;2015-10-13;http://www.volkach.de/de/Breitbandversorgung-4009.html;2015-10-27;http://www.volkach.de/de/Breitbandversorgung-4009.html;;;;;;
;09273178;Niederbayern;Kelheim;Volkenschwand;2014-09-04;http://vg.elsendorf.de/?page_id=186;2014-09-04;http://vg.elsendorf.de/?page_id=186;2014-11-14;http://vg.elsendorf.de/?page_id=186;2014-12-12;http://vg.elsendorf.de/?page_id=186;2015-10-27;http://vg.elsendorf.de/?page_id=186;;;2015-10-27;http://vg.elsendorf.de/?page_id=186;;;;;;
;09374163;Oberpfalz;Neustadt a.d. Waldnaab;Vorbach;2015-03-06;http://www.vorbach.de;2015-03-06;http://breitband.regensburg-it.de/vorbach#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09574161;Mittelfranken;Nürnberger Land;Vorra;2015-03-13;http://www.vorra-mfr.de/index.php/breitbandausbau.html;2015-03-13;http://www.vorra-mfr.de/index.php/breitbandausbau.html;;;;;;;;;;;;;;;;
28.07.2015_4;09775162;Schwaben;Neu-Ulm;Vöhringen, St;2014-09-16;http://www.voehringen.de/wichtige-inhalte/breitbandausbau.html;2014-09-16;http://www.voehringen.de/wichtige-inhalte/breitbandausbau.html;2015-06-04;http://www.voehringen.de/wichtige-inhalte/breitbandausbau.html;2015-06-04*;http://www.voehringen.de/wichtige-inhalte/breitbandausbau.html;;;;;;;;;;;;
;09182134;Oberbayern;Miesbach;Waakirchen;2015-01-03;http://www.waakirchen.de/index.php?id=447;2015-01-03;http://www.waakirchen.de/index.php?id=447;2015-09-26;http://www.waakirchen.de/index.php?id=447;2015-09-26;http://www.waakirchen.de/index.php?id=447;;;;;;;;;;;;
;09777177;Schwaben;Ostallgäu;Waal, M;2015-08-15;https://www.waal.de/leben-wohnen/breitbandversorgung/foerderverfahren/;2015-08-15;https://www.waal.de/leben-wohnen/breitbandversorgung/foerderverfahren/;;;;;;;;;;;;;;;;
;09572160;Mittelfranken;Erlangen-Höchstadt;Wachenroth, M;2015-04-30;http://www.wachenroth.de/index.php?id=390;2015-04-30;http://www.wachenroth.de/index.php?id=390;;;;;;;;;;;;;;;;
;09173145;Oberbayern;Bad Tölz-Wolfratshausen;Wackersberg;2015-01-20;http://www.wackersberg.de/index.php?id=337;2015-01-20;http://www.wackersberg.de/index.php?id=337;2015-08-18;http://www.wackersberg.de/index.php?id=337;2015-08-18;http://www.wackersberg.de/index.php?id=337;;;;;;;;;;;;
